idx,text,label
80,You never volunteer for anything. It's always me.,0
81,Why have you not approved my time off yet?,0
82,Can you treat me like a human? your'e so disrespectful.,0
83,Why are you late again?,0
84,I don't fucking understand what you want from me.,0
85,I am really unmotivated these days.,0
86,I want a higher salary than you are offering me.,0
87,It's no urgent just because you want it to be.,0
88,Just because you're on a diet doesn't mean we all want to hear about it.,0
89,Can you hurry up?,0
90,It's not my fault you procrectinated on this.,0
91,"Stop leaving your wet umbrella by the entrance, someone could slip.",0
92,I had to redo your entire work because it was wrong.,0
93,We have a good improvement,0
94,"You know this already, and denying that will now make you look stupid.",0
95,You're such a show-off.,0
96,"Yeah, I don't give a single shit about that. ",0
97,My request is not done yet. What the fuck?!,0
98,No way I'm wasting my time on you after work hours.,0
99,Stop using the bathroom like a personal spa.,0
100,This isn't my job so don't ask me to do it.,0
101,I need to explain to you in private why your idea sucks.,0
102,"Enough with the excuses, just get the job done.",0
103,Not going to waste time on this.,0
104,Don't nag us about this.,0
105,I can't believe you left me to do all this work alone while your'e on vacation.,0
106,"This isn't a show and tell, keep your personal items at home.",0
107,"This isn't a 24-hour diner, quit microwaving food at midnight.",0
108,I disagree with everything you just said.,0
109,The constant gloating isn't appreciated.,0
110,I'm just waiting for you to head out so I can leave without having to join you.,0
111,why won't you answer my fucking question?,0
112,You are wasting my time.,0
113,"When I'll want your input, I'll ask for it.",0
114,"If you drum your fingers one more time, I'll super glue them.",0
115,You're so wrong it hurts.,0
116,This is not my job.,0
117,Are you going to get back to me?,0
118,why do I even need to be there?,0
119,"This isn't a political debate club, keep your views to yourself.",0
120,Not everyone is as free as you seem to be.,0
121,If you don't rsvp by wednesday don't come crying to me when there is no food for you.,0
122,Stop being such a control freak.,0
123,You're always causing drama.,0
124,Have you completed the task?,0
125,Let's meet to discuss project status,0
126,This meeting was a complete waste of time.,0
127,Your lack of organization is affecting everyone.,0
128,Why do you think you have a say in this?,0
129,No fucking way we're adding that to the project.,0
130,I hate your idea.,0
131,I don't have time for your bullshit right now.,0
132,What am I supposed to do with this information?,0
133,You need to stop sucking up all the limelight.,0
134,I would get fired if I did that.,0
135,That presentation was a disaster.,0
136,Sorry to bug you!,0
137,Your pungent essential oils are killing my nostrils.,0
138,Your aggressive keyboard pounding isn't necessary.,0
139,I forgot to check with you that your'e okay with this.,0
140,I feel my brain cells dying when I'm talking to you.,0
141,Sorry this is late.,0
142,Can you please do what I asked you to do?,0
143,I never thought about that.,0
144,Why would I go to the office if I can do my job from home?,0
145,Why was'nt I informed sooner?,0
146,Couldn't you say that before?,0
147,They don't pay me enough to help you too.,0
148,Why didn't you ask me for this sooner?,0
149,You are not pulling your weight on this project.,0
150,Stop adding to the scope of work with false expectations of time.,0
151,"If you wanted it to be included in this sprint, you should said something earlier. ",0
152,"Stop hogging the meeting, let others speak too.",0
153,"Leave me alone, I'm trying to get my work done.",0
154,I have more inportant things to do.,0
155,I don't know why you thought I could help with that.,0
156,You're wrong.,0
157,I don't care.,0
158,"Read the manual I wrote, it exists exactly so you won't have to bother me with the same question every time.",0
159,I really don't want to mentor you.,0
160,FYI.,0
161,Stop micromanaging everything.,0
162,I've told you this multiple times.,0
163,Mess around and you'll find out.,0
164,Can you do your job so I don't have to?,0
165,Stop assigning me so many tasks if you want any of them done.,0
166,It's like you're constantly trying to one-up everyone.,0
167,"You should be the one doing this, not me.",0
168,Your incessant pen clicking is torture.,0
169,I'm busy.,0
170,Stop ignoring my messages!,0
171,You're always taking credit for other people's work.,0
172,We all know another meeting will just waste everyone's time.,0
173,I can't continue until you do this.,0
174,I totally spaced out.,0
175,"Not the outcome I wanted, but I guess there is nothing I can do. ",0
176,"The office isn't a party zone, lower the volume.",0
177,"You can send your email outside of my working hours, but I'm not going to respond or read them.",0
178,Stop raiding the office snacks before everyone else gets a chance.,0
179,Stop emailing me so much.,0
180,Any updates on this?,0
181,Don't monopolize the parking lot with your oversized vehicle.,0
182,"Stop acting like the office DJ, your music taste is atrocious.",0
183,"We're not running a charity here, time to get to work.",0
184,This is not my job and sounds like it would suck all of my time and energy.,0
185,Can you do your job and answer my emails?,0
186,"Don't try to do my job, stay in your lane.",0
187,Your mistake was stupid.,0
188,Your 'casual Fridays' are getting a bit too casual.,0
189,Answer my emails.,0
190,"You messed it up last time, it better not happen again.",0
191,Stop following up every 20 minutes. I'll get back to you when I can.,0
192,Quit spreading rumors. It's childish.,0
193,You need to keep your personal life out of the office.,0
194,That's not part of my job.,0
195,What you are saying does not make sense.,0
196,Stop being so sensitive about everything.,0
197,If further changes are required do them yourself.,0
198,Da fak this task schedule is stuck for so long get your shit done and your asses wiped already!,0
199,"We're not your maid service, clean up after yourself.",0
200,It's too hard.,0
201,Don't undestand you.,0
202,"If we do that, we're going bankrupt.",0
203,Do your job.,0
204,I have no idea how to do this task.,0
205,"If you have me schduled in meeting all day, when do you expect me to get this work done?",0
206,Your job is what I say it is.,0
207,I told you so and now this is your problem.,0
208,You don't have a choice.,0
209,"That is so out of line, why would you think I'd agree to this?",0
210,"I'm hungover as shit, working from home, don't bother me.",0
211,You don't let me talk.,0
212,Stop playing the hero and delegate.,0
213,Your micromanaging isn't making this go any faster.,0
214,You messed up. Don't do it again.,0
215,Hahaha no way I'm saying yes.,0
216,Stop ignoring us.,0
217,I need to recover from the previous annoying task you gave me before I take on another one.,0
218,Your aftershave smells like a chemical plant.,0
219,I know nothing about this.,0
220,Please harry up and get this done.,0
221,I'm going to need a whole lot of more information if you want this me to do this.,0
222,You need to get over yourself.,0
223,That's a stupid question.,0
224,I have better things to do.,0
225,"Stop putting your feet on the table, it's not your living room.",0
226,"Stop turning the blinds, you're giving me a strobe light show.",0
227,"If i'm doing your job for you, then what are you doing all day?",0
228,Stop treating the copier like your personal art studio.,0
229,What you are saying is nonesense.,0
230,"I could do it, but I won't do it for you.",0
231,"This isn't a free-for-all, respect the rules.",0
232,Holy shit you're stupid.,0
233,We're not here to make friends.,0
234,"Your manager gave this task to you, stop trying to dump it on me, It's not going to work. ",0
235,I don't give a fuck.,0
236,This isn't a college dorm; don't leave your dirty dishes around.,0
237,Try problem solving on your own before you come to me.,0
238,Your constant desk rearranging sounds like a construction site.,0
239,I'm not spending any more money on coworkers weddings.,0
240,We're not your personal tech support.,0
241,That sounds like a you problem.,0
242,This isn't a therapy session.,0
243,Your presentations put people to sleep.,0
244,Are you gonna do your job or am I gonna have to do it for you?,0
245,Your 'inspirational' quotes are cheesier than a fondue pot.,0
246,Do your job yourself.,0
247,I don't want to take on more work for the same amount of pay.,0
248,It's been too long why don't you answer?,0
249,Nothing you are saying to me makes sense.,0
250,Your 5-day old lunch is turning the fridge into a biohazard.,0
251,Stop promising unrealistic timelines.,0
252,"Fuck no, I'm not rescheduling my plans to do more work.",0
253,I don't believe you.,0
254,That sucks for me.,0
255,That's not relevant,0
256,Their intwerview was horrible!,0
257,It's time you learn how to spell my name correctly.,0
258,You can't continue ignoring my messages!,0
259,None of us know what we are doing.,0
260,I have absolutely no idea what you are talking about.,0
261,Just because you're the boss's favorite doesn't mean you're above the rules.,0
262,You promised to deliver it two days ago. I can't wait anymore.,0
263,Stop ignoring my meeting requests!,0
264,You're holding everyone up by not completing this task.,0
265,Does taking on all this extra work come with extra pay?,0
266,What the actual fuck?,0
267,Pay me more if you want me to do work that is not included in my job description.,0
268,I'm not canceling my vacation because you moved the project timeline!,0
269,Stop eating garlic for lunch; your breath could kill a vampire.,0
270,"You're such a chatterbox, it's distracting.",0
271,I hate to bother you but I need you for a minute.,0
272,Your chair squeaks like a horror movie door.,0
273,You've had more than enough time so where's what I asked for?,0
274,I hate to bother you but I want your opinion on this.,0
275,"You're such a perfectionist, it's annoying.",0
276,Stop cc'ing everyone.,0
277,"Shit, my bad.",0
278,This isn't a gym; your protein shake spills are getting out of hand.,0
279,I don't have the time.,0
280,You don't know what you're talking about.,0
281,I can't do my job unless you do yours.,0
282,I forgot we have a meeting now.,0
283,"If you leave one more sticky note on my monitor, I'll flip.",0
284,"That joke was really inappropriate, not cool.",0
285,This doesn't make any sense.,0
286,I can't do my job with you hovering over everything I do.,0
287,"Stop reorganizing the break room, it's not your personal kitchen.",0
288,"Shit, I forgot it was due today!",0
289,Maybe try not to be such a fuckup next time.,0
290,"No, I will not work on your passion project on my free time. ",0
291,It's either joining this project or having enough time to sleep.,0
292,"That timeline is impossible, you need to adjust you expectations.",0
293,I don't have the time for this new project.,0
294,I warned you it would end up exactly like this but none of you listened.,0
295,I'm not going to redo work for you. Stop being lazy.,0
296,"Shit, I forgot about your email.",0
297,"If you would have read the whole email, you would have seen the answer to this question.",0
298,The kitchen isn't your personal pantry.,0
299,Your idea bores me to death,0
300,We're not here to listen to your life story.,0
301,You are wasting my time,0
302,WTF!,0
303,You're crazy thinking I will spend my weekend working on this project.,0
304,Why are you asking me? it's not my job.,0
305,I don't know,0
306,That will never work.,0
307,"Yeah, wer'e not making any last minutes changes just because you think they ""would be cool"".",0
308,We do not need to have a meeting about this.,0
309,"If I don't get a raise this year, I'm quitting this job.",0
310,Stop being such a gossip.,0
311,"Enough with the constant emails, they're annoying.",0
312,I'm using my partner as an excuse not to come.,0
313,I don't need to be included in this.,0
314,You're wasting everyone's time.,0
315,"This isn't a playground, stop spinning in your chair.",0
316,Your 'clever' memes aren't as funny as you think.,0
317,You've really pissed me off.,0
318,This isn't a comic con; leave your action figures at home.,0
319,This isn't a popularity contest.,0
320,I can't read your mind. Be more clear on what you want.,0
321,This meeting sounds like a waste of both of our time.,0
322,Thanks for doing your fucking job.,0
323,Your'e asking for too much.,0
324,Nobody cares about your opinion.,0
325,Just make a decision by yourself!,0
326,"Don't use the last of the printer paper without replacing it, it's basic etiquette.",0
327,"This isn't a dictatorship, listen to others.",0
328,We don't need a running commentary of your email inbox.,0
329,"I don't care if you're tired, we have work to do.",0
330,I totally forgot about your email.,0
331,We're not here to babysit you.,0
332,You always take forever to respond to emails.,0
333,Your gossip sessions are louder than a reality show.,0
334,Stop slurping your coffee like it's the last cup on earth.,0
335,"Quit playing favorites, it's unfair.",0
336,This task sounds scary.,0
337,I have better things to do than attending this meeting,0
338,I never agreed to do that.,0
339,"If you don't like the estimate, you can go fuck yourself.",0
340,Our deadline is approaching. Hurry up!,0
341,Well that was a waste of words.,0
342,"I made plans I'm actually exited about, so I won't come to your boring meetup. ",0
343,"Quit using speakerphone, we don't all need to hear your conversations.",0
344,I don't want to do this project even if you think it is a good opportunity.,0
345,That's not what I asked.,0
346,"You're just so lazy, you never pull your weight around here.",0
347,I'm not attending this meeting because it's a waste of my time.,0
348,"Stop hovering over my shoulder, it's annoying.",0
349,It's not all about you.,0
350,"If you crinkle that candy wrapper one more time, I'll scream.",0
351,You are not my boss so stop acting like it.,0
352,I don't feel like coming.,0
353,"I don't give a shit about your personal life, but I have to pretend that I do for the sake of this email.",0
354,You're always so picky about insignificant details.,0
355,My job has evolved but my salary has stayed the same.,0
356,Stop tryig to call me before my work day even starts!,0
357,"Sucks for you, but that's the deal.",0
358,"If I wanted a weather report, I'd ask Siri, not you.",0
359,Your endless monologues are stealing precious moments of my life.,0
360,Why you are not answering,0
361,We don't wanna do this.,0
362,Stop bugging me!,0
363,I don't know.,0
364,Your projector fiddling could cause seizures.,0
365,"This isn't a nightclub, turn down your ringtone volume.",0
366,My workload is so heavy because you keep rewarding good work with more work.,0
367,Your army of desk toys is invading our workspace.,0
368,Don't interrupt me.,0
369,I didn't understand any of the 3 options listed,0
370,You don't understand me.,0
371,Why do you always have to be the boss's pet?,0
372,I don't wanna work with you more than I absolutely have to.,0
373,"This isn't a dating service, keep it professional.",0
374,Fuck you.,0
375,"Don't leave your charging cables sprawled all over the floor, it's a tripping hazard.",0
376,"I need you to do this with me for the first time, I have no idea what I'm doing",0
377,Got it?,0
378,My manager would yell at me if I say yes.,0
379,I am burning out with this workload and your lack of support.,0
380,"If you steal my stapler one more time, it'll be war.",0
381,I'd rather die.,0
382,So you expect me to take on more work but pay me the same?,0
383,I have other plans I'm way more exited about.,0
384,Are you stupid or what?,0
385,Do you have a culture that expects employees to put in over 40 hours each week?,0
386,I need your answer and I need it fast.,0
387,You go over my work so much you may as well just do it yourself.,0
388,You didn't answer my question.,0
389,Your constant complaining isn't helping.,0
390,I can't do a task that I don't understand half the words in it's description.,0
391,"If you leave your phone unattended and ringing again, I'll throw it out.",0
392,This question doesn't make any sense.,0
393,You're always late with your work.,0
394,I'm not sorry. A five year old could understand this.,0
395,That is so hard.,0
396,That sounds like a horrible idea.,0
397,You didn't explain this point.,0
398,I'm too busy.,0
399,Answer my messages!,0
400,"Your drama-packed phone calls belong on a soap opera, not here.",0
401,I can't handle any more work without losing my will to live.,0
402,"That's not my problem, deal with it yourself.",0
403,Why can't you just get your act together? It's like you're clueless.,0
404,Don't throw a tantrum just because things aren't going your way.,0
405,Do it now.,0
406,I'm not doing your job for you.,0
407,I don't want to attend a work event during my personal time.,0
408,Did you do what I asked?,0
409,"You're always so negative, it's annoying.",0
410,"If we go with that option, we're screwed.",0
411,What is this meeting even for?,0
412,Stop trying to make me do your work!,0
413,No one asked for your life story at the water cooler.,0
414,The world doesn't revolve around you.,0
415,"That is so awkward, why would you invite me to something like that?",0
416,While I'm on vacation don't try to contact me. Just pretend I don't exist.,0
417,I don't want to have small talk with you.,0
418,Get off.,0
419,We don't need another know-it-all.,0
420,I don't like it.,0
421,Your obnoxious laugh is like a drill to the head.,0
422,"You are not my boss, stop trying to assign me work.",0
423,Google that for yourself.,0
424,Can you answer all of the questions I asked and not just choose what you want to answer?,0
425,I have no idea how to answer that question.,0
426,"Don't ask me again about meeting up, I'm not into it. ",0
427,What took you so long?,0
428,Stop trying to one-up everyone.,0
429,I'd rather spend my free time on something I actually want to do.,0
430,I'm too busy to even concidering taking this on.,0
431,Don't use the microwave if you're going to stink up the place.,0
432,"Stop being a martyr, no one is impressed.",0
433,Nobody wants to hear about your personal problems.,0
434,It is not working for me.,0
435,This solution is just bad.,0
436,"This isn't your backyard, quit sunbathing at the window.",0
437,t me check and I'll get to you,0
438,Keep your negative attitude to yourself.,0
439,"I'm not going behind their back, you can forget about it. ",0
440,I hope to hear from you soon.,0
441,You're always sticking your nose in my business.,0
442,That was so easy.,0
443,We're not a captive audience for your magic tricks.,0
444,I couldn't care less.,0
445,"You're not my boss, asshole.",0
446,That idea is going to be an epic fail.,0
447,Answer me now.,0
448,Your collection of novelty mouse pads is starting to invade my desk space.,0
449,You're just never around when we need you.,0
450,How you could have fucked this up so badly?,0
451,I'm not interested.,0
452,Do you expect employees to be available 24/7?,0
453,"Why don't you try to solve the task at hand, instead of pushing your grandiose plans to solve problems nobody asked you to solve?",0
454,This falls outside of my scope.,0
455,This isn't worth my time.,0
456,Stop passing the buck and own up to your mistakes.,0
457,I assumed you wouldn't mind.,0
458,Stop being so defensive every time you get feedback.,0
459,You're just so stubborn and refuse to change!,0
460,Stop bringing smelly lunches; the break room isn't a fish market.,0
461,"If you sing 'Happy Birthday' one more time, I'll lose my mind.",0
462,Can I work on something more exiting?,0
463,Quit playing politics and just do your job.,0
464,Thanks for the advice I didn't ask for.,0
465,Leave my desk already!,0
466,"I need it by wednesday, don't fuck me over.",0
467,Your'e not doing your job properly and it's making more job for me.,0
468,"We've already discussed this, read your emails properly.",0
469,"Your outrageous ringtone belongs in a circus, not an office.",0
470,Why didn't you tell me that the first time?,0
471,If you want it done your way then just do it yourself.,0
472,You're not my boss.,0
473,You're just not a team player.,0
474,"I'll provide an update when I have one, stop bothering me!",0
475,We will install it on AWS by the end of the year.,0
476,Why me?,0
477,"Forget about it, I'm not gonna do it. ",0
478,We need an answer now.,0
479,You're just a brown-noser.,0
480,It would take me too much time to learn how to do this.,0
481,Can you stop following up every 2 seconds? I'm working on it!,0
482,Quit bringing your monstrous plant; it's blocking out the sun.,0
483,This place is a mess because of your clutter.,0
484,I have told you this so many fucking times.,0
485,Loads of people will be fired soon,0
486,"I'm entitled to take my paid days off, don't make me feel bad about it.",0
487,Thank you.,0
488,The constant tardiness is getting old.,0
489,What the fuck did you just say?,0
490,Stop blasting your motivational podcasts for all to hear.,0
491,Please don't make me have small talk with you.,0
492,I don't understand your accent so I can't anwer your question.,0
493,I can't help you because your face annoys me.,0
494,Stop slamming doors like you're in a dramatic exit scene.,0
495,I am not paid enough to do this.,0
496,This might sound stupid.,0
497,Stay in your lane.,0
498,I'm stuck until you answer this,0
499,Wait until our manager hears about your stupid idea.,0
500,"I don't have anything planned, I just really don't want to come.",0
501,"Your nail clipping routine is nauseating, not normal.",0
502,Can you rephrase your question so you won't look stupid?,0
503,He works for me.,0
504,I deserve a raise.,0
505,Leave me alone and let me do my job.,0
506,This is urgent.,0
507,I can't trust them with this task.,0
508,"Your knowledge is appreciated, but let's ensure that everyone gets a chance to contribute their insights.",1
509,"I appreciate the invite, but I am completely booked.",1
510,Darn! not able to fit it in.,1
511,Could you just clarify your question for me?,1
512,Advocating for oneself is an important skill in maintaining a balanced work environment.,1
513,"It has come to my attention that you have presented my work to a wider audience, and wanted to confirm that I was given proper credit for my ideas.",1
514,"Unfortunately, we have chosen not to move forward with your proposal at this time. Though your proposal is impressive, we are unable to fit your work into our budget. We wish you the best with your future endeavors and hope for the chance to work with each other in the future.",1
515,"Thank you for taking the time to answer my email, your reply would be appreciated.",1
516,Keeping personal desk lighting at a low level ensures a comfortable environment for everyone.,1
517,Practicing good personal hygiene can create a more comfortable environment for all.,1
518,My recommendation is directing this issue to the it team as they have the proper expertise to best assist you.,1
519,"Promoting open, respectful, and honest communication can significantly enhance team dynamics.",1
520,"Sorry, I have already committed to something else. I hope you understand.",1
521,"Thanks for you remarks, I will get back to you as soon as we begin working on this topic.",1
522,"Currently I am tied up with something, but I will connect you once I am free.",1
523,I'm requesting a meeting to review my compansation and better understand if my salar ywill be adjusted to reflect the market rate and my contributions to the company more accurately.,1
524,Would you mind walking me through your thought process?,1
525,Your expectations are undersood and I promise to do my absolute best.,1
526,The team is already at capacity and will require additional resources in order to get tihs completed.,1
527,"Equitable distribution of tasks, including the more desirable ones, fosters a fair workplace.",1
528,"Regrettably, i'm not able to.",1
529,Just wanted to follow up on this.,1
530,Decisiveness can contribute greatly to our team's efficiency and productivity.,1
531,Containing activities from personal hobbies within our personal space helps maintain a clean and organized environment.,1
532,Can you please share an agenda as to what this meeting is?,1
533,"I can look at prioritising this behind my assigned responsibilities, though I will have to ensure that with my manager.",1
534,"As I am confident in my ability to complete this project, I will be sure to reach out if or when I require your input.",1
535,"Oh, I wish there were two of me!",1
536,"I can support him when required. However, I am not able to take his workload within my current role. I would love to discuss it if a promotion becomes available.",1
537,It's key to strike a balance between showcasing accomplishments and promoting a collaborative environment.,1
538,"Thank you for sharing this information to me, now it all makes sense.",1
539,"I previously sent you an email regarding that, but please let me know if something went wrong in transit.",1
540,It's important for us to handle our individual responsibilities to ensure a balanced workload.,1
541,The previous communications contain the information you are looking for.,1
542,"To ensure that information does not get missed, can you please condence your communicationsinto a single email where possible?",1
543,Everyone's contribution is important in achieving our collective goals and deadlines.,1
544,What you are describing is not somehting within my control.,1
545,Are there training courses available in order for me to successfully complete this?,1
546,I have a few things I need to take care of first. Can I let you know later?,1
547,Proper disposal of food waste ensures a clean and pest-free environment.,1
548,Thank you for your response.,1
549,"Unfortunately, it's really not a good time.",1
550,"A friendly reminder,  8 am is a bit uncomfortable for us, next time please consider rescheduling",1
551,As I'm at the end of my rope right now so have to take a raincheck.,1
552,Get the ball rolling.,1
553,It's crucial that we all take responsibility for our actions and their outcomes.,1
554,Let's use direct communication to address concerns and promote a collaborative spirit.,1
555,Maintaining a professional attitude in the workplace is crucial for maintaining a positive and productive environment.,1
556,As indicated prior.,1
557,"I hear you objection and respct it. However, there may be some emotions that are mixed in your decision ",1
558,I will do my best to make it to that meeting.,1
559,I apologize for the late response.,1
560,"It is understood that there are budget restrictions that limit your ability to increase my salary. However, I would like to understand if additional vacation days, benefits, bonus, and other overall compensation items can be offered.",1
561,That is not a good match for me.,1
562,Reattaching my email address to provide additional clarity.,1
563,"You are encourged to reevaluate the way you are speaking to me, as the disrespect you are currently displaying towards me is not welcomed nor will it be tolerated.",1
564,You are encourged to document and save this information so you can access it in the future when you need it.,1
565,"My involvement in these conversations is necessary, so I'm requesting that you start adding me to these meetings moving forward.",1
566,Your opinion is valueable and I would love to pick up this conversation at another time.,1
567,I'm curious as to when you might feel comfortable enough to allow me to work independently on this.,1
568,I'll need more information about the concerned matter in order to complete this. Please be as specific as possible.,1
569,"Moving forward, can we include more of a focused group on these emails to avoid cluttering up the inboxes of those who are not directly working on this?",1
570,"No thank you, I have other plans for the weekend.",1
571,"While sharing personal experiences can be enjoyable, maintaining focus on tasks during office hours is crucial.",1
572,Let's give it another go.,1
573,"I'm flattered you considered me, but unfortunately I'll have to pass this time.",1
574,Are you able to provide some clarity around the other questions previously asked?,1
575,Choosing appropriate locations for meals can prevent attracting wildlife.,1
576,"Correct me if i'm wrong, but I recall that you said something else previously.",1
577,I'm really maxed out.,1
578,I did my best with the information I was provided.,1
579,Am I correct in understanding that.,1
580,"I'm really buckling down on my priorities right now, so I can't.",1
581,Adhering to agreed timelines shows respect for others' time and helps maintain efficiency.,1
582,Did you get a chance to look at the the task we talked about?,1
583,Circling back on the below conversation.,1
584,Maintaining decorum while eating can contribute to a more pleasant shared space.,1
585,Be advised.,1
586,We're looking for a better price.,1
587,Please direct all work related inquiries to my email so communications are kept in one place.,1
588,It would be great if we could share the responsibilities of voluntary tasks more evenly.,1
589,"Just wanted to confirm that you have received my time off request, and understand if there is anything further you require on my end for this to be reviewed.",1
590,"Your frustration with the situation is well understood, and I'll be happy to continue this conversation if you're able to do so in a respectful manner.",1
591,Thank you for joining us.,1
592,I'm not confident that I have the full perspective here.,1
593,"I'm really spread thin these days, I just can't take it on right now.",1
594,I was hoping to be in the 180k to 220k salary range for this position.,1
595,"The fact that this is of priority for you was understoof, and I will get to it when I am able to, as I'm currently working on more pressing items.",1
596,"While personal achievements are commendable, limiting such discussions can help us maintain professional focus.",1
597,Any updates on this?,1
598,"I understand the urgency on this with the deadline approaching. However, I am not able to reschedule my entire week to prioritize this last minute.",1
599,Storing personal items in designated areas can prevent potential safety hazards.,1
600,I had to make some revisions to your work as I came across some errors when reviewing what you have shared.,1
601,We were able to achieve significant uplift in performance,1
602,"As no doubt you are aware of our process, as you've been to our last meeting.",1
603,"While it's important to showcase one's accomplishments, let's ensure we're also highlighting team achievements.",1
604,That's not something I pay a lot of attention to.,1
605,"I see that my request has not been processed since we last spoke, please advise.",1
606,"No thanks, I have another commitment.",1
607,Observing efficient usage of shared facilities can ensure their availability for all.,1
608,Not sure this was meant for me.,1
609,"Could you run that question past me again, please?",1
610,"While I understand there may be challenges, it's crucial that we find ways to meet our commitments.",1
611,"Damn, not able to fit this one in!",1
612,We will make sure to keep you posted.,1
613,Enjoy your time with friends and family!,1
614,A clean and uncluttered space promotes better focus and efficiency.,1
615,Adhering to common meal times in shared spaces can minimize disruptions.,1
616,I am not aligned with what you have shared here.,1
617,"While celebrating success is important, we should also strive to be humble and acknowledge team efforts.",1
618,"Too bad but I'm head-down right now on a project, so don't wait up on me.",1
619,"You shared so much today; it is going to take time for it to all sink in. I was jotting down some key points along the way. I also wrote down a few questions, and they weren't answered when you finished. Do you mind if I ask them now?",1
620,Being respectful of time let's regroup when more details become available.,1
621,"Thank you for sharing your thoughts, I will be sure to reach out if further input is required.",1
622,Limiting fidgeting behaviors can help maintain a distraction-free workspace.,1
623,My feelings on this topic are very different.,1
624,"Would love to help, but I don't have the capacity.",1
625,Please advise when your'e free.,1
626,I do not believe I can add anything helpful to this discussion. Please do me the honor of removing me from this chat and feel free to bring me back into the discussion at a later date if required.,1
627,Focusing on work-related topics can help prevent potentially divisive discussions.,1
628,Respecting each other's time and workload helps ensure a balanced and productive workplace.,1
629,We need a count of how many people to provide food for. Please rsvp by wednesday so we can include you.,1
630,Delegating and trusting team members with tasks is important for effective teamwork.,1
631,Promoting a calm and focused workplace is beneficial for everyone.,1
632,I want to touch base on our task,1
633,I've set a meeting to have a discussion around status on the project,1
634,"In future meetings, we might benefit from a clearer agenda to ensure productive use of time.",1
635,Improving organization skills can contribute to the overall efficiency of our team.,1
636,There seems to be a disconnect here as this information has already been provided.,1
637,That's not in the scope of the project.,1
638,Let's circle back on this.,1
639,Would you mind if we circle back on this? I want to make sure to give this the attention it deserves.,1
640,Thanks for the heads up.,1
641,Everyone's contribution is valuable. Let's ensure everyone's work is recognized.,1
642,I really shouldn't.,1
